,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Total Shelf Life in Months,Minimum Usable Period in Months,Units Per Bundle,Minimum Shelf Life in Months,Fragrance,Features,Strength,Colour,Brand,Price
377,59961,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Denim Men Sync Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Denim,199
378,44040,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Hugo Women XX Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Gold,HUGO,3075
379,46717,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Women Chastity Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Purple, Orange",Rasasi,950
380,27344,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Kylie Minogue Women Darling Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Kylie Minogue,2350
381,36699,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Hugo Boss Men Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Hugo Boss,2175
382,26853,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Calvin Klein Men Eternity Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Calvin Klein,3725
383,36807,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Mont Blanc Men Exceptionnel Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Bronze,Mont Blanc,4450
384,55569,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Revlon Women Charlie Sunshine Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yellow,Revlon,160
385,46728,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Women Emotion Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Silver,Rasasi,950
386,28241,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Park Avenue Men Game Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Park Avenue,172
387,22549,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Reebok Women Reeshine Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Silver,Reebok,199
388,44132,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,DKNY Women Be Delicious Perfume,60,3,1,12,Fresh,Not specified,Mild,Green,DKNY,3320
389,46665,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Rasasi Men Confidence Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Rasasi,199
390,43125,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,David Beckham Women Intimately Yours Eau De Toilette 75ml,60,Not specified,1,Not specified,Woody,Not specified,Medium,Gold,DAVID BECKHAM,2500
391,46691,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Women Instincts Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Pink",Rasasi,795
392,32522,Men,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Tonino Lamborghini Forza For Men Fragrance Gift Set,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Tonino Lamborghini,875
393,28246,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Park Avenue Men I.Q. Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Park Avenue,172
394,32525,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Tonino Lamborghini Men Mitico Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Silver, Black",Tonino Lamborghini,749
395,43122,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,,GUESS Man Eau De Toilette 75 ml,60,3,1,24,Woody,Not specified,Strong,Not specified,GUESS,2790
396,44135,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,DKNY Men Silver Spray Perfume,60,3,1,12,Fresh,Not specified,Mild,Silver,DKNY,3080
397,46662,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Rasasi Women Souls Secret Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Rasasi,199
398,28270,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Old Spice Men Whitewater Deodorant,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Old Spice,180
399,45673,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,J. Del Pozo Women Halloween Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,J. DEL POZO,3400
400,45687,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,,,60,3,Not specified,12,Not specified,Not specified,Not specified,Not specified,TOUS,0
401,36711,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Salvatore Ferragamo Men Incanto Pour Homme Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Salvatore Ferragamo,3800
402,46654,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Rasasi Women Relation Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Rasasi,199
403,44103,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Dunhill Men Custom Perfume,Not specified,Not specified,Not specified,Not specified,Oriental,Not specified,Not specified,Black,dunhill,4300
404,46653,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Rasasi Men Relation Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Rasasi,199
405,43113,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,,JAGUAR Men Classic Black Eau De Toilette 100 ml,60,Not specified,1,Not specified,Woody,Not specified,Medium,Black,JAGUAR,3300
406,28248,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Wild stone Men Aqua Fresh Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Wild stone,160
407,44150,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Nike Fragrances Brown Urban Musk Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Nike Fragrances,249
408,32540,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Playboy Men Miami Perfume,60,3,1,24,Fresh,Not specified,Mild,Black,Playboy,749
409,46297,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Jacques M Women Be Gracious Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Jacques M,189
410,23600,Women,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Nike Fragrances Women Trendy Deo and Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Nike Fragrances,798
411,46899,Men,Personal Care,Fragrance,Deodorant,Summer,2017.0,Casual,Umbro Men Set of 2 Deos,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Umbro,199
412,28223,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Playboy Women Play it Rock Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Playboy,199
413,58968,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Colour me Men Gold Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yellow,Colour me,795
414,44953,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Kama Sutra Men Spark Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Red",Kama Sutra,180
415,25990,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Jaguar Classic Women Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,JAGUAR,3300
416,18442,Women,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Ed Hardy Women Spring Fragrance Gift Set,36,3,3,12,Not specified,Not specified,Not specified,"Pink, Black",Ed Hardy,4250
417,43988,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Men Contemporary Perfume,60,3,1,12,Woody,Not specified,Mild,White,Police,1350
418,44391,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Spinz Women Cool Splash Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Spinz,150
419,32547,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Playboy Men Ibiza Deo,60,3,1,24,Not specified,Odour Control,Not specified,Black,Playboy,199
420,23607,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Nike Fragrances Women Urban Musk Perfume 75 ml,Not specified,Not specified,1,Not specified,Fresh,Not specified,Medium,Green,Nike Fragrances,599
421,20076,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,David Beckham Men Intimately Yours Deodorant 150 ml,60,Not specified,1,Not specified,Not specified,Regular,Not specified,Silver,DAVID BECKHAM,300
422,58950,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Taylor of London Women Chique Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Taylor of London,225
423,44157,Women,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Nike Fragrances Women Extreme Fragrance Gift Set,Not specified,Not specified,2,Not specified,Not specified,Not specified,Not specified,Pink,Nike Fragrances,798
424,18445,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Ed Hardy Love & Luck  Women Perfumes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Ed Hardy,3750
425,25997,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Paris Hilton Can Can Women Perfume,60,3,1,24,Fresh,Not specified,Mild,Pink,Paris Hilton,2750
426,44168,Men,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Nike Fragrances Men Green Storm Perfume and Deo Set,Not specified,Not specified,2,Not specified,Not specified,Not specified,Not specified,Green,Nike Fragrances,998
427,44954,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Kama Sutra Men Storm Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Kama Sutra,180
428,28224,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Playboy Women Play it Sexy Deo,60,3,1,24,Not specified,Odour Control,Not specified,Pink,Playboy,199
429,58992,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Cavallini Men Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Cavallini,199
430,46636,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Rasasi Women Seduction Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Rasasi,199
431,44161,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Nike Fragrances Men Fission Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Green",Nike Fragrances,249
432,58966,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Colour Me Women Pink Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Colour me,1795
433,43981,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Women Pure Pour Perfume,60,3,1,12,Fresh,Not specified,Mild,Pink,Police,1800
434,46299,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Jacques M Women Jacques M Fragrances Fragrances,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Jacques M,549
435,46897,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,F5 Men Pack of 3 Deos,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,F5,299
436,36926,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Estee Lauder Men Pleasures Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Estee Lauder,6400
437,58959,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Colour Me Women Gold Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Gold",Colour me,1795
438,43975,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,DKNY Women Be Delicious Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,DKNY,2825
439,58961,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Colour Me Men White Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Colour me,1795
440,46631,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Rasasi Men Chastity Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Rasasi,199
441,44166,Men,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Nike Fragrances Men On Fire Perfume and Deo Set,Not specified,Not specified,2,Not specified,Not specified,Not specified,Not specified,Orange,Nike Fragrances,998
442,25999,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Paris Hilton Women Heiress Perfume,60,3,1,12,Fresh,Not specified,Mild,Black,Paris Hilton,2750
443,44159,Men,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Carlos Moya Men Fragrances Gift Set,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Carlos Moya,1250
444,43972,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,DKNY Men Perfume,60,3,1,12,Woody,Not specified,Mild,Silver,DKNY,2250
445,28215,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,YARDLEY Women Sandalwood Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,YARDLEY,180
446,32549,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Playboy Men Set of 2 Deodorant Body Sprays,60,3,1,12,Not specified,Odour Control,Not specified,Black,Playboy,375
447,23609,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Nike Fragrances Women Blue Fantasy Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Nike Fragrances,249
448,43986,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Men Uomo Perfume,60,3,1,24,Oriental,Not specified,Mild,Brown,Police,2000
449,46699,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Men Relation Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Silver",Rasasi,995
450,45675,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,,Tabac Men Original Eau De Toilette Natural Spray,60,3,1,12,Fresh,Not specified,Mild,White,Tabac,0
451,26743,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Reebok Men Reenergize Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Reebok,165
452,46652,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Rasasi Men Knowledge Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Rasasi,199
453,28249,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Wild stone Men Hydra Energy Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Wild stone,160
